date,"log_change, 1D","pct_change, 1D","diff_change, 1D","classical, 11D","ewm, 11D","parkinson, 11D","garman-klass, 11D","rogers-satchell, 11D","yang-zhang, 11D","classical, 21D","ewm, 21D","parkinson, 21D","garman-klass, 21D","rogers-satchell, 21D","yang-zhang, 21D","classical, 63D","ewm, 63D","parkinson, 63D","garman-klass, 63D","rogers-satchell, 63D","yang-zhang, 63D","classical, 126D","ewm, 126D","parkinson, 126D","garman-klass, 126D","rogers-satchell, 126D","yang-zhang, 126D","classical, 252D","ewm, 252D","parkinson, 252D","garman-klass, 252D","rogers-satchell, 252D","yang-zhang, 252D"
2024-08-05 16:00:00-04:00,-0.026389824,-0.026044656,-4.929992676,0.302639163,0.323326358,0.330052181,0.363446626,0.357959286,0.360087669,0.266810906,0.291579324,0.276742984,0.296162778,0.291854189,0.299862913,0.223646187,0.247313642,0.215307335,0.225547899,0.223166688,0.231359816,0.215465332,0.225607448,0.20371859,0.208081947,0.207142433,0.218481015,0.189535747,0.21106556,0.186076543,0.191790799,0.193736026,0.207492582
2024-08-06 16:00:00-04:00,0.007295982,0.007322663,1.350006104,0.302622355,0.297090356,0.335087976,0.369785667,0.364405799,0.365648669,0.264658305,0.278612133,0.280583939,0.301113765,0.296866062,0.303494722,0.223212073,0.243791955,0.215830146,0.226591741,0.223945634,0.231975015,0.214687624,0.224104081,0.203545699,0.207971834,0.207056906,0.218309364,0.189379057,0.210406288,0.186201131,0.192026349,0.193931853,0.207682762
2024-08-07 16:00:00-04:00,0.009645795,0.009692465,1.799987793,0.299339806,0.274560286,0.33827566,0.373747774,0.368017763,0.370629866,0.264747621,0.267079473,0.279694304,0.300222769,0.29499643,0.303726344,0.223592078,0.240752155,0.216509145,0.227557206,0.224945433,0.233716434,0.214488119,0.222885251,0.203146911,0.207590875,0.206599205,0.218427629,0.188861269,0.209908396,0.186147087,0.192194722,0.194162703,0.208078086
2024-08-08 16:00:00-04:00,0.015294942,0.015412509,2.88999939,0.29760069,0.260421964,0.337869473,0.372723061,0.366855094,0.370941236,0.266086689,0.259813056,0.281293277,0.299797067,0.293448539,0.30299196,0.222823677,0.239490992,0.216677052,0.226995539,0.224150349,0.23326532,0.215087787,0.222723435,0.203569096,0.20759213,0.206435917,0.218516437,0.189309327,0.210005496,0.186194114,0.191975734,0.193863242,0.207953907
2024-08-09 16:00:00-04:00,-0.002471546,-0.002468494,-0.470001221,0.265692446,0.243206147,0.251421453,0.274698804,0.270624589,0.286749962,0.267338431,0.250357326,0.280677083,0.30039317,0.295182618,0.303372413,0.222990506,0.236250111,0.217242986,0.227698632,0.225165318,0.23412196,0.215118223,0.221146893,0.203836709,0.20793061,0.206852574,0.218776033,0.18922843,0.209244957,0.186225981,0.192001998,0.193949085,0.207970912
2024-08-12 16:00:00-04:00,0.001315409,0.001316274,0.25,0.257496164,0.222849868,0.24425392,0.267008658,0.265584989,0.28156553,0.267499398,0.239191521,0.281659428,0.30169541,0.297509747,0.305332489,0.223007407,0.232578744,0.21785434,0.228506209,0.226455473,0.235175307,0.215006902,0.219402925,0.203922212,0.208105993,0.207275478,0.219093338,0.189198412,0.208416276,0.186232146,0.19201254,0.194071076,0.208056331
2024-08-13 16:00:00-04:00,0.005505916,0.005521102,1.050003052,0.235096293,0.203676323,0.231168463,0.252439727,0.251414321,0.265445759,0.265092459,0.228132723,0.280698913,0.300567275,0.296213647,0.303996508,0.223070663,0.229023674,0.218054394,0.228728978,0.226585896,0.235241562,0.21489534,0.217780053,0.203864956,0.208018993,0.207189502,0.218963372,0.189212265,0.207672544,0.186274986,0.192060051,0.1940579,0.208035509
2024-08-14 16:00:00-04:00,0.009213319,0.009255892,1.770004272,0.207995555,0.188545528,0.221371796,0.243404422,0.243367821,0.256625798,0.265293801,0.218683546,0.280614851,0.299717824,0.29496488,0.303417903,0.223423883,0.226066663,0.21798235,0.228267264,0.225736166,0.234637525,0.215213394,0.216525668,0.203650699,0.207610236,0.206718409,0.218395716,0.189387325,0.207142369,0.186390185,0.19213013,0.194084919,0.2080334
2024-08-15 16:00:00-04:00,0.002070363,0.002072507,0.399993896,0.20026083,0.173081693,0.219312644,0.24083506,0.242061964,0.255544939,0.243641055,0.20890445,0.273303358,0.298740697,0.297120468,0.303155547,0.222395844,0.222530711,0.218388021,0.22897566,0.226809406,0.235826619,0.215076398,0.214814052,0.204021622,0.208169583,0.20746642,0.219186751,0.189378336,0.206323758,0.186558381,0.192337758,0.194375878,0.208327063
2024-08-16 16:00:00-04:00,0.002581979,0.002585315,0.5,0.171866735,0.158458324,0.211846754,0.23339658,0.236245818,0.244618657,0.220770652,0.199400646,0.264674373,0.29070871,0.289263434,0.293903829,0.222392479,0.219033193,0.217800098,0.228300067,0.226265573,0.235311603,0.214475385,0.213117536,0.203712918,0.208149286,0.207666371,0.219176389,0.189321161,0.205512594,0.186454934,0.192245634,0.194314788,0.208253776
2024-08-19 16:00:00-04:00,0.015201057,0.015317181,2.970001221,0.181104996,0.159956039,0.1880849,0.197990991,0.199850188,0.215951593,0.223084249,0.196722684,0.265917334,0.290245051,0.287911529,0.290684269,0.222934878,0.218159178,0.218589193,0.228405802,0.225988574,0.235218394,0.215349772,0.213008802,0.203937499,0.207888381,0.207214345,0.219060121,0.189502319,0.205609217,0.186658767,0.192259701,0.19423156,0.208269058
2024-08-20 16:00:00-04:00,-0.003663946,-0.003657242,-0.720001221,0.10156748,0.157925486,0.168760053,0.178522368,0.18445232,0.192379259,0.225695092,0.192273309,0.266281215,0.290535381,0.288893883,0.291510278,0.221504387,0.215666362,0.219067402,0.229217512,0.227171326,0.236016703,0.21490026,0.21166402,0.203892108,0.207781799,0.206742765,0.218212304,0.189565031,0.204928489,0.186817547,0.192449956,0.194502231,0.208492415
2024-08-21 16:00:00-04:00,0.001935444,0.001937318,0.380004883,0.102594394,0.144984442,0.153877307,0.15884558,0.165426183,0.175945814,0.224080333,0.1837342,0.265975582,0.290153035,0.288240522,0.290585728,0.219963862,0.212306134,0.218042854,0.228606492,0.226774888,0.235192832,0.214808304,0.209991853,0.203453905,0.207264932,0.20611115,0.217649956,0.189563307,0.204117624,0.186794077,0.192427203,0.194458621,0.208426511
